job_position,technology_skills,knowledge,skills
, Constant Contact,Computers and Electronics,Reading Comprehension
, MarketSharp Data base reporting software ,Clerical,Writing
, AdRelevance Data base user interface and query software ,Mathematics,Complex Problem Solving
, Database software,Economics and Accounting,Coordination
, Microsoft Access  ,,Time Management
, Microsoft Dynamics Marketing,,Persuasion
, PaloAlto Advertising Plan Pro Desktop publishing software ,,Active Learning
, Adobe Systems Adobe InDesign  ,,Monitoring
, Adobe Systems Adobe PageMaker,,Management of Personnel Resources
, Microsoft Publisher  ,,Negotiation
, Quark Development environment software ,,Service Orientation
, Adobe Systems Adobe Creative Suite Document management software ,,Systems Analysis
, Adobe Systems Adobe Acrobat  ,,Systems Evaluation
, Data warehousing software Electronic mail software ,,Learning Strategies
, IBM Lotus Notes,,Mathematics
, Microsoft Outlook Enterprise resource planning ERP software   ,,
, Brainworks Graphics or photo imaging software ,,
, Adobe Systems Adobe Illustrator  ,,
, Adobe Systems Adobe Photoshop Internet browser software ,,
, Web browser software Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Experience in Software Webplanner Sales and marketing software ,,
, Google AdWords Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, Adobe Systems Adobe AfterEffects  ,,
, Apple Final Cut Pro  ,,
, Apple iMovie,,
, Avid Media Composer  (see all 5 examples)Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver  ,,
, Adobe Systems Adobe Flash Player Web platform development software ,,
, JavaScript Word processing software ,,
, Microsoft Word ,,
Green Marketers,Calendar and scheduling software ,,
, Scheduling software Data base management system software ,,
, Microsoft SQL Server Data base user interface and query software ,,
, Microsoft Access Desktop publishing software ,,
, Adobe Systems Adobe InDesign  ,,
, Microsoft Publisher Document management software ,,
, Adobe Systems Adobe Reader Electronic mail software ,,
, Email software Enterprise resource planning ERP software   ,,
, SAP Graphics or photo imaging software ,,
, Adobe Systems Adobe Photoshop Instant messaging software ,,
, Twitter Internet browser software ,,
, Web browser software Inventory management software ,,
, Inventory tracking software Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project Spreadsheet software ,,
, Microsoft Excel Web page creation and editing software ,,
, Facebook  ,,
, LinkedIn  ,,
, WordPress Word processing software ,,
, Microsoft Word ,,
Marketing Managers,Access software ,Sales and Marketing,Active Learning
, Citrix Accounting software ,English Language,Active Listening
, Fund accounting software  ,Administration and Management,Critical Thinking
, Intuit QuickBooks Analytical or scientific software ,Customer and Personal Service,Reading Comprehension
, Nedstat Sitestat,Communications and Media,Social Perceptiveness
, SAS  ,Computers and Electronics,Speaking
, StataCorp Stata  ,Mathematics,Judgment and Decision Making
, The MathWorks MATLAB  (see all 8 examples)Business intelligence and data analysis software ,Design,Monitoring
, IBM Cognos Impromptu  ,Economics and Accounting,Persuasion
, Oracle Business Intelligence Enterprise Edition  ,Education and Training,Complex Problem Solving
, Qlik Tech QlikView  ,Clerical,Negotiation
, Tableau  (see all 5 examples)Communications server software ,,Coordination
, IBM Domino Content workflow software ,,Systems Evaluation
, Atlassian JIRA Customer relationship management CRM software ,,Time Management
, Blackbaud The Raiser's Edge  ,,Management of Personnel Resources
, Oracle Eloqua  ,,Operations Analysis
, Sage SalesLogix,,Systems Analysis
, Salesforce software  (see all 9 examples)Data base management system software ,,Writing
, Apache Hive  ,,Learning Strategies
, NoSQL  ,,Service Orientation
, Oracle PL/SQL  ,,Instructing
, Teradata Database  (see all 7 examples)Data base reporting software ,,
, Database reporting software Data base user interface and query software ,,
, AEC Software FastTrack,,
, FileMaker Pro  ,,
, Microsoft Access  ,,
, MySQL  (see all 10 examples)Data mining software ,,
, Google Analytics Desktop publishing software ,,
, Adobe Systems Adobe InDesign  ,,
, Microsoft Publisher Development environment software ,,
, Adobe Systems Adobe ActionScript  ,,
, Microsoft Visual Basic  ,,
, Ruby Document management software ,,
, Adobe Systems Adobe Acrobat  ,,
, Adobe Systems Adobe Reader Electronic mail software ,,
, IBM Notes  ,,
, Microsoft Outlook Enterprise application integration software ,,
, Extensible markup language XML  ,,
, IBM InfoSphere DataStage Enterprise resource planning ERP software   ,,
, Microsoft Dynamics  ,,
, NetSuite ERP  ,,
, Oracle Fusion Applications  ,,
, SAP Business Objects  (see all 7 examples)Enterprise system management software ,,
, IBM Power Systems software  ,,
, Splunk Enterprise Expert system software ,,
, Oracle Beehive Financial analysis software ,,
, Delphi Technology  ,,
, Oracle E-Business Suite Financials Graphics or photo imaging software ,,
, Adobe Systems Adobe Creative Cloud  ,,
, Adobe Systems Adobe Fireworks  ,,
, Adobe Systems Adobe Photoshop  ,,
, Microsoft Visio  (see all 6 examples)Information retrieval or search software ,,
, LexisNexis Internet browser software ,,
, Web browser software Object or component oriented development software ,,
, R  ,,
, Swift Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint Sales and marketing software ,,
, Google AdWords  ,,
, Marketo Marketing Automation Spreadsheet software ,,
, Microsoft Excel Transaction security and virus protection software ,,
, McAfee  ,,
, Symantec Transaction server software ,,
, Armand Morin MultiTrack Generator Video creation and editing software ,,
, Adobe Systems Adobe AfterEffects  ,,
, Apple Final Cut Pro  ,,
, YouTube Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver  ,,
, Facebook  ,,
, LinkedIn Web platform development software ,,
, Hypertext markup language HTML  ,,
, JavaScript  ,,
, LAMP Stack  ,,
, Ruby on Rails  (see all 10 examples)Word processing software ,,
, Microsoft Word ,,
"Property, Real Estate, and Community Association Managers",Access software ,Administration and Management,Speaking
, Biometric reader software,Customer and Personal Service,Active Listening
, Card key management software Accounting software ,Economics and Accounting,Coordination
, Intuit QuickBooks  ,English Language,Reading Comprehension
, RealEasyBooks ezREB,Clerical,Negotiation
, Sage 50 Accounting  ,Law and Government,Critical Thinking
, TrackPro Services TrackPro Manager  (see all 5 examples)Calendar and scheduling softwareData base user interface and query software ,Personnel and Human Resources,Persuasion
, Advantos Systems DataTrust Enterprise,Public Safety and Security,Social Perceptiveness
, Data entry software  ,Building and Construction,Writing
, Intuit Quicken Rental Property Manager,Computers and Electronics,Judgment and Decision Making
, Yardi Systems Yardi Enterprise  (see all 35 examples)Data mining software ,Mathematics,Management of Personnel Resources
, Google Analytics Desktop publishing software ,Sales and Marketing,Service Orientation
, Microsoft Publisher Electronic mail software ,,Active Learning
, Microsoft Outlook Internet browser software ,,Complex Problem Solving
, Web browser software Office suite software ,,Monitoring
, Microsoft Office Presentation software ,,Time Management
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, YouTube Web page creation and editing software ,,
, Facebook  ,,
, LinkedIn Web platform development software ,,
, Hypertext markup language HTML Word processing software ,,
, Microsoft Word ,,
Public Relations and Fundraising Managers,Accounting software ,Sales and Marketing,Social Perceptiveness
, Fund accounting software Business intelligence and data analysis software ,Customer and Personal Service,Active Listening
, MicroStrategy Customer relationship management CRM software ,English Language,Reading Comprehension
, Blackbaud The Raiser's Edge  ,Communications and Media,Speaking
, Oracle Eloqua  ,Administration and Management,Writing
, Oracle Siebel Server Sync,Clerical,Complex Problem Solving
, Salesforce software  (see all 5 examples)Data base user interface and query software ,Psychology,Persuasion
, Data entry software  ,,Judgment and Decision Making
, FileMaker Pro  ,,Coordination
, Microsoft Access Data mining software ,,Critical Thinking
, Google Analytics Desktop publishing software ,,Systems Analysis
, Adobe Systems Adobe Distiller,,Systems Evaluation
, Adobe Systems Adobe InDesign  ,,Time Management
, Microsoft Publisher  ,,Negotiation
, QuarkXPress  (see all 5 examples)Document management software ,,Service Orientation
, Adobe Systems Adobe Acrobat Electronic mail software ,,Active Learning
, Google Gmail,,Monitoring
, IBM Notes  ,,Instructing
, Novell GroupWise Enterprise resource planning ERP software   ,,Learning Strategies
, Microsoft Dynamics  ,,Management of Financial Resources
, Oracle PeopleSoft Financials Graphics or photo imaging software ,,Management of Personnel Resources
, Adobe Systems Adobe Creative Cloud  ,,
, Adobe Systems Adobe Fireworks  ,,
, Adobe Systems Adobe Illustrator  ,,
, Adobe Systems Adobe Photoshop  (see all 5 examples)Human resources software ,,
, Human resource management software HRMS Internet browser software ,,
, Web browser software Office suite software ,,
, Corel WordPerfect Office Suite,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint  ,,
, Slack,,
, zkipster Sales and marketing software ,,
, Google AdWords  ,,
, Instagram PeopleMap,,
, Marketo Marketing Automation Spreadsheet software ,,
, Microsoft Excel Video creation and editing software ,,
, Adobe Systems Adobe AfterEffects  ,,
, Apple Final Cut Pro  ,,
, Apple iMovie,,
, YouTube  (see all 5 examples)Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver  ,,
, Adobe Systems Adobe Flash Player,,
, Facebook  ,,
, LinkedIn Web platform development software ,,
, Drupal  ,,
, Hypertext markup language HTML Word processing software ,,
